__id,countryName,iso3166Alpha2Code,iso3166Alpha3Code,m49code,wbCountryCode,wbIncomeLevelCode,wbIncomeLevelName,wbLendingTypeCode,wbLendingTypeName,wbRegion,wbRegionCode,responseDate,roundId,extendedBreakCode,educationStatusCode,educationStatusPrePrimaryCode,educationStatusPrimaryCode,educationStatusLowerSecondaryCode,educationStatusUpperSecondaryCode,educationStatusHigherCode,educationStatusVocationalCode,vaccineAvailabilityForTeachersCode,inPersonAdditionalSupportPrePrimary,inPersonAdditionalSupportPrimary,inPersonAdditionalSupportLowerSecondary,inPersonAdditionalSupportUpperSecondary,remoteEducationModalitiesPrePrimaryCode,remoteEducationModalitiesPrimaryCode,remoteEducationModalitiesLowerSecondaryCode,remoteEducationModalitiesUpperSecondaryCode,remoteEducationModalitiesHigherCode,remoteEducationModalitiesVocationalCode,inPersonPrioritizationCategoriesCode,inPersonPrioritizationGradeLevelCode,inPersonPrioritizationStudentNeedCode,inPersonPrioritizationGeographyCode,inPersonLearningCoveragePrePrimaryCode,inPersonLearningCoveragePrimaryCode,inPersonLearningCoverageLowerSecondaryCode,inPersonLearningCoverageUpperSecondaryCode,inPersonLearningCoverageHigherCode,inPersonLearningCoverageVocationalCode
recGEO883Vr8qjIBA,Comoros,KM,COM,174,COM,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2022-01-23,24,1,,,,,,,,2,8,8,8,8,,,,,,,,,,,,,,,,
recDm0Il1vWMct8gt,Comoros,KM,COM,174,COM,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2022-02-03,25,2,"2,5","2,5","2,5","2,5","2,5",5,5,2,,,,,"1,2,3","1,2,3","1,2,3","1,2,3",6,6,,,,,,,,,,
rectFzdTyrrpkLbVg,"Congo, Dem. Rep.",CD,COD,180,COD,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-01-27,1,2,2,,,,,,,,,,,,1,"1,3",1,1,7,7,,,,,,,,,,
recjIPT9uicvF5hua,"Congo, Dem. Rep.",CD,COD,180,COD,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-03-02,2,2,4,,,,,,,,2,2,2,2,,,,,,,5,,,,1,1,1,1,1,1
recQ1yFk7oKlV9rfl,"Congo, Dem. Rep.",CD,COD,180,COD,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-04-06,5,2,4,,,,,,,2,2,2,2,2,,,,,,,5,,,,1,1,1,1,1,1
rec3bSsX8KCxLPvx0,"Congo, Dem. Rep.",CD,COD,180,COD,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-06-07,8,2,4,4,4,4,4,4,4,2,2,2,2,2,,,,,,,5,,,,1,1,1,1,1,1
recKroDceEgTGQ0IN,"Congo, Dem. Rep.",CD,COD,180,COD,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-06-21,9,2,4,4,4,4,4,4,4,2,2,2,2,2,,,,,,,5,,,,1,1,1,1,1,1
recHZosLXZb0XEVWl,"Congo, Dem. Rep.",CD,COD,180,COD,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-09-14,16,1,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,
rec8gnSLXHKcgo2n7,"Congo, Dem. Rep.",CD,COD,180,COD,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-11-11,20,2,4,4,4,4,4,4,4,7,2,2,2,2,,,,,,,5,,,,1,1,1,1,1,1
recya3GaCQFOsTDXB,"Congo, Dem. Rep.",CD,COD,180,COD,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2022-02-08,26,2,4,4,4,4,4,4,4,7,2,2,2,2,,,,,,,5,,,,1,1,1,1,1,1
recc1jClq5uSQJ3sU,"Congo, Rep.",CG,COG,178,COG,LMC,Lower middle income,IDB,Blend,Sub-Saharan Africa,SSA,2021-04-29,6,2,3,4,3,3,3,4,4,2,,,,,,,,,,,,,,,,,,,,
recUFoFgULdG51Wh9,"Congo, Rep.",CG,COG,178,COG,LMC,Lower middle income,IDB,Blend,Sub-Saharan Africa,SSA,2021-06-06,8,2,3,4,3,3,3,4,4,,,,,,7,"3,5",5,"1,2,3,4,5",7,5,5,,,,1,1,1,1,1,1
recHb59ij6dBXrfJu,"Congo, Rep.",CG,COG,178,COG,LMC,Lower middle income,IDB,Blend,Sub-Saharan Africa,SSA,2021-11-22,20,2,4,4,4,4,4,4,4,1,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
reckgyFMVW9Vxpu1i,"Congo, Rep.",CG,COG,178,COG,LMC,Lower middle income,IDB,Blend,Sub-Saharan Africa,SSA,2022-02-07,25,2,4,4,4,4,4,4,4,1,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
reczVvjdGI4wpC1R5,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-01-26,1,2,4,,,,,,,,,,,,,,,,,,4,,,,1,1,1,1,6,1
rec4EGD47EdnbMNn8,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-03-03,2,2,4,,,,,,,,,,,,,,,,,,4,,,,1,1,1,1,6,1
recjh08Oq7u4pyuUN,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-03-31,4,2,4,,,,,,,2,7,7,7,7,,,,,,,5,,,,1,1,1,1,6,1
recAYpR3Bikdljk0u,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-05-04,6,2,4,4,4,4,4,3,4,,7,7,7,7,6,6,6,6,6,6,5,,,,1,1,1,1,6,1
recL1c2bmCJypeo8T,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-05-21,7,2,4,4,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,
reciEakcxXule1BEI,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-10-07,17,2,"4,2","4,2","4,2","4,2","4,2","4,2",5,7,5,5,5,5,6,6,6,6,6,6,5,,,,5,5,5,5,5,5
recnITwDuBl8AcESc,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-11-04,19,1,,,,,,,,7,8,8,8,8,,,,,,,,,,,,,,,,
recv6QONXSbJLoOtN,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-11-17,20,2,"4,3","4,3","4,3","4,3","4,3",5,5,7,7,7,7,7,7,7,7,7,6,6,5,,,,1,1,1,1,5,5
recOwohyCQzm9wc7Z,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-12-01,21,2,4,4,4,4,4,5,5,7,6,6,6,6,,,,,,,5,,,,1,1,1,1,5,5
recBnb6w8nWa0wmqU,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-12-16,22,1,,,,,,,,7,6,6,6,6,,,,,,,,,,,,,,,,
recliw8Qf0xvMBopI,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2022-01-06,23,2,4,4,4,4,4,4,4,7,"5,6","5,6","5,6","5,6",,,,,,,5,,,,1,1,1,1,1,1
reccG3iTndcqTP2m0,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2022-01-20,24,1,,,,,,,,7,"5,6","5,6","5,6","5,6",,,,,,,,,,,,,,,,
recQFUPJtRKAIVKm0,Cook Islands,CK,COK,184,COK,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2022-02-03,25,2,4,4,4,4,4,4,4,7,"2,5,6","2,5,6","2,5,6","2,5,6",,,,,,,5,,,,1,1,1,1,1,1
rec2oZRL8ulluFQ5A,Costa Rica,CR,CRI,188,CRI,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-02-18,2,2,3,,,,,,,2,,,,,"2,3","1,2,3,5","1,2,3,5","1,2,3,5",1,1,1,"1,19,20,21,22",,,5,5,5,5,5,5
recHDHE7cXPOTmen5,Costa Rica,CR,CRI,188,CRI,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-05-03,6,2,3,3,3,3,3,3,3,2,8,8,8,8,"2,3","1,2,3,5","1,2,3,5","1,2,3,5",1,1,5,,,,2,2,2,2,2,2
recQrITij3fDRycVY,Costa Rica,CR,CRI,188,CRI,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-12-16,22,1,,,,,,,,6,3,3,3,3,,,,,,,,,,,,,,,,
rec8FlHc4lHhuH6bl,Costa Rica,CR,CRI,188,CRI,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2022-01-06,23,2,4,4,4,4,4,4,4,6,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recmcFnYS8RUzRedF,Costa Rica,CR,CRI,188,CRI,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2022-01-20,24,2,4,4,4,4,4,4,4,6,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recBfZs30gT1KWAiW,Costa Rica,CR,CRI,188,CRI,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2022-01-31,25,2,4,4,4,4,4,4,4,6,5,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
recocmil9d1zDhDPb,Cote d'Ivoire,CI,CIV,384,CIV,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2021-02-05,1,2,4,,,,,,,,,,,,,,,,,,5,,,,1,1,1,1,1,1
recFYxVACpdbg6NU2,Cote d'Ivoire,CI,CIV,384,CIV,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2021-03-03,2,2,4,,,,,,,4,2,2,7,7,,,,,,,5,,,,1,1,1,1,1,1
recK6hnBrZIZwdjFB,Cote d'Ivoire,CI,CIV,384,CIV,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2021-04-08,5,2,4,,,,,,,1,2,2,2,2,,,,,,,5,,,,1,1,1,1,1,1
reckxG6n0Qk8h09xJ,Cote d'Ivoire,CI,CIV,384,CIV,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2021-06-07,8,2,4,4,4,4,4,4,4,1,2,2,2,2,,,,,,,5,,,,1,1,1,1,1,1
recWxYCN12VroWkEQ,Cote d'Ivoire,CI,CIV,384,CIV,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2021-08-13,13,2,4,4,4,4,4,4,4,1,2,2,2,2,,,,,,,5,,,,1,1,1,1,1,1
recHuC78rlL8KYWWY,Cote d'Ivoire,CI,CIV,384,CIV,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2022-02-07,25,2,4,4,4,4,4,4,4,1,7,7,7,7,,,,,,,5,,,,5,5,5,5,5,5
recxatNzBXSpS0rzw,Croatia,HR,HRV,191,HRV,HIC,High income,IBD,IBRD,Europe and Central Asia,ECA,2021-01-28,1,2,3,,,,,,,,,,,,7,2,"1,2","1,4","1,4","1,4","1,3","2,22",,15,6,3,4,3,6,3
recAnema1uJ2Xe2HW,Croatia,HR,HRV,191,HRV,HIC,High income,IBD,IBRD,Europe and Central Asia,ECA,2021-03-03,2,2,4,,,,,,,2,1,7,7,7,,,,,,,5,,,,6,2,2,2,3,2
recdMke8Xg5DkG6Sq,Croatia,HR,HRV,191,HRV,HIC,High income,IBD,IBRD,Europe and Central Asia,ECA,2021-06-02,8,2,3,3,3,3,3,3,3,1,7,7,7,7,7,2,"1,2","1,4","1,4","1,4",5,,,15,6,2,2,2,3,2
rec2JQIaVCUq7cIUq,Croatia,HR,HRV,191,HRV,HIC,High income,IBD,IBRD,Europe and Central Asia,ECA,2021-08-31,14,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
recOR4CX8c8v48Nmh,Croatia,HR,HRV,191,HRV,HIC,High income,IBD,IBRD,Europe and Central Asia,ECA,2021-09-02,15,2,4,4,4,4,4,3,4,6,7,"1,2","1,2","1,2",7,2,"1,2","1,4","1,4","1,4",5,,,15,1,1,1,1,3,1
recoKosg6Cjxg1Ruu,Croatia,HR,HRV,191,HRV,HIC,High income,IBD,IBRD,Europe and Central Asia,ECA,2021-10-20,18,2,4,4,4,4,4,3,4,6,7,"1,2","1,2","1,2",7,2,"1,2","1,4","1,4","1,4",5,,,,1,1,1,1,3,1
recJYmox9a8gih627,Croatia,HR,HRV,191,HRV,HIC,High income,IBD,IBRD,Europe and Central Asia,ECA,2021-11-22,20,2,3,4,3,3,3,3,3,6,7,"1,2","1,2","1,2",7,2,"1,2","1,4","1,4","1,4",5,,,,1,1,1,1,2,1
recS060HLSrF69e0Q,Croatia,HR,HRV,191,HRV,HIC,High income,IBD,IBRD,Europe and Central Asia,ECA,2022-02-08,26,2,3,4,3,3,3,3,3,6,7,"1,2","1,2","1,2",7,2,"1,2","1,4","1,4","1,4",5,,,,1,1,1,1,2,1
recdhMZqlci4NxWru,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-02-01,1,2,4,,,,,,,,,,,,,,,,,,5,,,,5,2,2,2,5,5
recNFH4woflxDN5kz,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-02-23,2,2,2,,,,,,,4,,,,,2,2,2,2,1,6,,,,,,,,,,
recHvibnzFa3XEP6S,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-03-12,3,2,2,,,,,,,,,,,,2,2,2,2,1,6,,,,,,,,,,
reccBhzv1yO1Vb84K,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-03-25,4,2,2,,,,,,,,,,,,2,2,2,2,1,2,,,,,,,,,,
rec32JSPqgMKfF4Kn,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-04-12,5,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recPSotI6xOusYMJG,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-05-06,6,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,,,,,,,,,,
recDMkwPBlzoSMzcq,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-05-16,7,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,,,,,,,,,,
recMebWW7a1Hen2C1,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-06-03,8,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,1,2,,,,,,,,,,
recKEPXUhIdwfwz0d,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-06-17,9,2,2,4,2,2,2,2,2,2,7,7,7,7,1,"1,2","1,2","1,2",1,1,1,2,,15,1,4,4,4,4,4
recHhUvf4uc06O6XU,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-07-01,10,2,2,4,2,2,2,2,2,2,7,7,7,7,"1,2,4","1,2,4","1,2,4","1,2,4","1,2,4","1,2,4",5,,,15,3,6,6,6,6,6
recf5RYa2EPfydwwL,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-07-15,11,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recRCaA5Svv8D72xR,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-07-29,12,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recrp2R7mz8XvtSrp,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-08-08,13,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recUNWlzeHNMPB9jb,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-08-22,14,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recOdw2PlJAn7zoXd,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-09-15,16,2,2,2,2,2,2,2,2,7,,,,,2,2,2,2,1,2,,,,,,,,,,
recPtvg8Q9zIT4hSM,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-09-15,16,2,2,2,2,2,2,2,2,7,,,,,2,2,2,2,1,2,,,,,,,,,,
recDKAMVDbQEejmhm,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-10-03,17,2,2,2,2,2,2,2,2,7,,,,,2,2,2,2,1,2,,,,,,,,,,
rec4Rp8D1BbLRRs7T,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-10-19,18,2,"4,2",2,"4,2","4,2",2,2,2,7,7,2,2,7,2,2,2,2,1,2,5,,,15,4,3,3,4,4,4
recSp5jTmeBmY92Gu,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-11-05,19,2,"4,2","4,2","4,2","4,2","4,2","4,2","4,2",7,7,7,7,7,"1,2","1,2","1,2","1,2","1,2","1,2",1,"2,22",,15,2,2,2,2,2,2
recWo9tOcUo7SJUcd,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-11-18,20,2,4,4,4,4,4,4,4,7,7,7,7,7,,,,,,,5,,,15,1,1,1,1,1,1
recDRW47P0l4tmTHc,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-12-02,21,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,15,1,1,1,1,1,1
recX3PHwR8N5p1sOF,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-12-16,22,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,15,1,1,1,1,1,1
recupUplmco8UQdzJ,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2021-12-26,23,1,,,,,,,,7,8,8,8,8,,,,,,,,,,,,,,,,
rec9wIh9pvy8keGjH,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2022-01-20,24,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recXcsCAB7AqDFnt2,Cuba,CU,CUB,192,CUB,UMC,Upper middle income,LNX,Not classified,Latin America and Caribbean,LAC,2022-01-27,25,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recxmCkulVj7P1G1s,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-02-03,1,2,4,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5
recXPdSBEEaiUTYAF,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-02-26,2,2,4,,,,,,,2,8,8,8,8,,,,,,,5,,,,1,1,1,1,5,5
recBqmcqXn1MbLTdO,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-03-15,3,2,4,,,,,,,2,8,8,8,8,,,,,,,5,,,,1,1,1,1,5,5
rec6rsXuCw0iVV4t3,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-03-29,4,2,"2,4",,,,,,,2,8,8,8,8,6,6,6,6,1,6,2,,23,,4,4,4,4,6,4
rec2m5hZV59kf3DlT,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-04-12,5,2,"2,4",,,,,,,2,,,,,6,6,6,6,6,6,2,,23,,6,6,4,4,6,6
reclHnPT3AkWxgpQL,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-05-09,6,2,4,4,4,4,4,4,4,2,8,8,8,8,,,,,,,5,,,,5,5,5,5,5,5
recioUumllfij4pWt,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-05-20,7,2,4,4,4,4,4,4,4,2,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recxRMGUHAJycqwCi,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-06-17,9,2,4,4,4,4,4,4,4,2,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
rec2ybNoBIluEpHxH,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-07-03,10,2,4,4,4,4,4,4,4,2,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recAYRdmvPc55Y0od,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-07-12,11,2,4,4,4,4,4,4,4,2,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recO027owavM9FKMl,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-07-25,12,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
recxnXQ8zBaJ9f4yI,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-08-12,13,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,1,"1,2,19",,,1,1,1,1,1,1
recEo1C1FZxH64IGS,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-08-26,14,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recykqTTQM9v7dHfq,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-09-09,15,2,4,4,4,4,4,4,4,6,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recTycgZVDtBJKPm8,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-09-20,16,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
recKIt4gRwmEBOfFk,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-10-03,17,2,4,4,4,4,4,4,4,7,"4,5","4,5","4,5","4,5",,,,,,,5,,,,1,1,1,1,1,1
recgr1RU9mZkP52wc,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-10-22,18,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recedKD4lXmkCfiFQ,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-10-28,19,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
recaPD7Bpk1Hx0Uje,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-11-12,20,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recp261NdZcqtbdjI,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-12-06,21,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
recxwe9lLXvQT8jJE,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-12-15,22,2,4,4,4,4,4,4,4,7,4,"4,5","4,5","4,5",,,,,,,5,,,,1,1,1,1,1,1
recwjpBCgs2qPH3pJ,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2022-01-06,23,2,4,4,4,4,4,4,4,7,4,"4,5","4,5","4,5",,,,,,,5,,,,1,1,1,1,1,1
recrnYW0OemMKAIS5,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2022-01-20,24,2,3,3,3,3,3,3,3,7,4,"4,5","4,5","4,5",7,1,1,1,1,1,5,,,,2,2,2,2,2,2
recmO7CBwMKCyYVn7,Curacao,CW,CUW,531,CUW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2022-02-03,25,2,3,3,3,3,3,3,3,7,4,"4,5","4,5","4,5",1,1,1,1,1,1,5,,,,2,2,2,2,2,2
recCP26x6iWqwkAAA,Cyprus,CY,CYP,196,CYP,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-02-11,1,2,"2,3",,,,,,,,,,,,"1,2","1,2",1,1,1,1,5,,,,6,6,6,6,5,6
recDW1AGIvEmY2r4S,Cyprus,CY,CYP,196,CYP,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-03-02,2,2,3,,,,,,,2,8,8,8,8,"1,2,5","1,2,5","1,2,5","1,2,5",6,"1,2,5","1,2","1,2,20,22","23,9",,1,1,4,1,5,1
recxm51FAuApsmkD3,Cyprus,CY,CYP,196,CYP,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-04-04,4,2,4,,,,,,,2,8,8,8,8,,,,,,,"1,2","1,2,3,4,6","23,9",,1,1,1,1,3,1
rec1VY3GrkP10c1XJ,Cyprus,CY,CYP,196,CYP,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-06-06,8,2,4,4,4,4,4,4,4,2,7,,2,7,,,,,,,5,,,15,1,1,1,1,1,1
rechx6TL8YtLfWbqN,Cyprus,CY,CYP,196,CYP,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-13,15,2,4,4,4,4,4,4,4,7,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recXsMSCsVPCZPb7W,Cyprus,CY,CYP,196,CYP,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-21,20,2,4,4,4,4,4,4,4,7,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rec0RBHeRfgBouFyo,Cyprus,CY,CYP,196,CYP,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-02-07,25,2,4,4,4,4,4,4,4,7,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rec7xVOf49c143IDx,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-02-01,1,2,"2,4",,,,,,,,,,,,7,7,1,1,1,1,1,"1,2",,,1,1,4,4,4,3
rec9UFQWoiwDEsTu5,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-02-28,2,2,"2,3",,,,,,,2,8,8,8,8,1,1,1,1,1,"1,6","1,2","1,2","23,9,10",,4,4,4,4,4,4
recscw10rUIuCv61N,Czech Republic,CZ,CZE,203,CZE,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-03-12,3,2,"2,4",,,,,,,1,8,8,8,8,1,1,1,1,1,1,"1,2",1,"23,10",,1,4,4,4,4,4
