__id,countryName,iso3166Alpha2Code,iso3166Alpha3Code,m49code,wbCountryCode,wbIncomeLevelCode,wbIncomeLevelName,wbLendingTypeCode,wbLendingTypeName,wbRegion,wbRegionCode,responseDate,roundId,extendedBreakCode,educationStatusCode,educationStatusPrePrimaryCode,educationStatusPrimaryCode,educationStatusLowerSecondaryCode,educationStatusUpperSecondaryCode,educationStatusHigherCode,educationStatusVocationalCode,vaccineAvailabilityForTeachersCode,inPersonAdditionalSupportPrePrimary,inPersonAdditionalSupportPrimary,inPersonAdditionalSupportLowerSecondary,inPersonAdditionalSupportUpperSecondary,remoteEducationModalitiesPrePrimaryCode,remoteEducationModalitiesPrimaryCode,remoteEducationModalitiesLowerSecondaryCode,remoteEducationModalitiesUpperSecondaryCode,remoteEducationModalitiesHigherCode,remoteEducationModalitiesVocationalCode,inPersonPrioritizationCategoriesCode,inPersonPrioritizationGradeLevelCode,inPersonPrioritizationStudentNeedCode,inPersonPrioritizationGeographyCode,inPersonLearningCoveragePrePrimaryCode,inPersonLearningCoveragePrimaryCode,inPersonLearningCoverageLowerSecondaryCode,inPersonLearningCoverageUpperSecondaryCode,inPersonLearningCoverageHigherCode,inPersonLearningCoverageVocationalCode
recs6GSaQW31cUKpI,Russian Federation,RU,RUS,643,RUS,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-01-27,1,2,3,,,,,,,,,,,,7,7,7,1,1,1,1,"1,2,3",,,1,1,2,4,4,4
recEdvNpP8UYyrJB2,Russian Federation,RU,RUS,643,RUS,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-02-17,2,2,4,,,,,,,1,,,,,,,,,,,5,,,,1,1,2,2,2,2
rec6mspwiKJRa6tr7,Russian Federation,RU,RUS,643,RUS,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-03-31,4,2,4,,,,,,,1,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recoetKwxNVeZO9FF,Russian Federation,RU,RUS,643,RUS,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-04-15,5,2,4,,,,,,,1,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recNXCJZxJM8wOznt,Russian Federation,RU,RUS,643,RUS,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-04-28,6,2,4,4,4,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,
recwxr8si9VDtcb7m,Russian Federation,RU,RUS,643,RUS,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-06-01,8,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recOigfGydIgjr5Mx,Russian Federation,RU,RUS,643,RUS,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-07-01,10,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
rec8wrs4gQwkU02uW,Russian Federation,RU,RUS,643,RUS,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-08-31,14,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recmc1nhV6Q7Ehu0A,Russian Federation,RU,RUS,643,RUS,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-09-01,15,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recfkBsSg5E6cL7QC,Russian Federation,RU,RUS,643,RUS,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-09-30,17,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recMOm3yZmhNd5Iv1,Russian Federation,RU,RUS,643,RUS,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-10-18,18,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recOMsCBNOk5mdW50,Russian Federation,RU,RUS,643,RUS,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2022-02-07,25,2,"4,2",4,"4,2","4,2","4,2","4,2","4,2",6,7,7,7,7,7,1,1,1,1,1,5,,,,1,2,2,2,2,2
recYlEk2P3G1jS6Be,Rwanda,RW,RWA,646,RWA,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-02-02,1,2,3,,,,,,,,,,,,"1,2,3","1,2,3","1,2,3","1,2,3",6,6,1,"3,4,5,6",,,4,4,1,1,1,1
recvKLeUy1nKRC7bO,Rwanda,RW,RWA,646,RWA,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-03-13,3,2,4,,,,,,,4,2,"2,4,5","2,4,5","2,4,5",,,,,,,5,,,,1,1,1,1,1,1
recDWftgubLD1vwDN,Rwanda,RW,RWA,646,RWA,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-03-26,4,2,4,,,,,,,1,"2,5","2,3,4,5","2,3,4,5","2,3,4,5",,,,,,,5,,,,1,1,1,1,1,1
rec8GHVtku1BivQPB,Rwanda,RW,RWA,646,RWA,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-05-16,7,2,4,4,4,4,4,4,4,1,"2,5","2,3,4,5","2,3,4,5","2,3,4,5",,,,,,,5,,,,1,1,1,1,1,1
recmhicPlfe4Khp6T,Rwanda,RW,RWA,646,RWA,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-06-07,8,2,4,4,4,4,4,4,4,1,"2,5","2,3,4,5","2,3,4,5","2,3,4,5",,,,,,,5,,,,1,1,1,1,1,1
recUttxla4Hy8b8jM,Rwanda,RW,RWA,646,RWA,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-09-08,15,2,4,4,4,4,4,4,4,1,"2,5","2,3,4,5","2,3,4,5","2,3,4,5",,,,,,,5,,,,1,1,1,1,1,1
recZDNX97Ro2Z1P67,Rwanda,RW,RWA,646,RWA,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-11-22,20,2,4,4,4,4,4,4,4,1,"2,5","2,3,4,5","2,3,4,5","2,3,4,5",,,,,,,5,,,,1,1,1,1,1,1
recfqNNon3tLsvtpZ,Rwanda,RW,RWA,646,RWA,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2022-02-07,25,2,4,4,4,4,4,4,4,1,"2,5","2,3,4,5","2,3,4,5","2,3,4,5",,,,,,,5,,,,1,1,1,1,1,1
recBQcdQoCzrrDDfD,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-02-03,1,2,4,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,6,5
rec9dFTxvArNwrGRy,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-03-02,2,2,"2,3",,,,,,,2,8,8,8,8,8,6,1,1,1,1,"1,2","1,2",9,,5,3,3,4,4,4
recEIeVFi0iTq4mNb,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-03-15,3,2,2,,,,,,,2,,,,,1,"1,8","1,8","1,8",1,1,,,,,,,,,,
rectTSSEeFGm6BNNz,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-03-28,4,2,2,,,,,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,
rec0BVkvQt9qGCqb9,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-04-11,5,2,"2,3,4",,,,,,,1,7,7,7,7,7,7,1,1,1,1,"1,2","1,2,19",9,,1,1,3,3,6,3
rec4YGi1zRgkul4BL,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-05-07,6,2,4,4,4,4,4,4,4,1,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rectTjhZOa1jR5jD6,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-05-20,7,2,4,4,4,4,4,4,4,1,6,6,,,,,,,,,5,,,,1,1,1,1,1,1
reckKt7hH9PJz0Bnj,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-06-03,8,2,4,4,4,4,4,4,4,1,5,5,,,,,,,,,5,,,,1,1,1,1,1,1
reckS1csrPIaeDQv9,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-06-17,9,2,4,4,4,4,4,4,4,1,5,5,,,,,,,,,5,,,,1,1,1,1,1,1
recOyJhNlnbf2kQQA,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-01,10,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recamrgquFaAehqfC,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-15,11,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recnL8LHeZnnheNuj,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-29,12,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
rec31KBzij3GgBSAh,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-08-12,13,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
rechGNjP6ERuZW5hX,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-08-26,14,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
reclE45d5Dw8rA9e5,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-09,15,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
rec4qIWCUwWQRxzs3,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-23,16,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recLbI2z0Aqb0VAFB,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-07,17,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recqvynrubarpaTy7,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-21,18,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rec0JzIDtQ4dnlPkO,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-04,19,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rec6wQnj4zAZh8h6T,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-18,20,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recZGT8KIAWHzaFsA,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-12-02,21,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
reca64FKIC4FuPR9K,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-12-18,22,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recVHYOo4wtZR1vmG,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-06,23,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recrsHUGz5FA7fxUf,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-20,24,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rec2mnA3lgEwH3E2W,San Marino,SM,SMR,674,SMR,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-02-02,25,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recuVgfFj7HCFO1nW,Sao Tome and Principe,ST,STP,678,STP,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2021-03-02,2,2,"1,2",,,,,,,,,,,,7,2,2,2,6,6,,,,,,,,,,
recoK0rmfRhThRhr8,Sao Tome and Principe,ST,STP,678,STP,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2021-04-28,6,2,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,
recnEpZ3VTSdFVVl9,Sao Tome and Principe,ST,STP,678,STP,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2021-06-07,8,2,4,4,4,4,4,4,4,1,7,7,7,7,,,,,,,5,,,,5,5,5,5,5,5
recYUTJRc3gIkph9w,Sao Tome and Principe,ST,STP,678,STP,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2022-02-07,25,2,4,4,4,4,4,4,4,1,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rec0up2w8d1dGiTHd,Saudi Arabia,SA,SAU,682,SAU,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-01-28,1,2,3,,,,,,,,,,,,"1,2,4,5","1,2,4,5","1,2,4,5","1,2,4,5",1,6,2,,"7,9",,5,5,5,5,5,5
recowlHs6981ijjWS,Saudi Arabia,SA,SAU,682,SAU,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-03-01,2,2,2,,,,,,,2,,,,,"1,2,4,5","1,2,4,5","1,2,4,5","1,2,4,5","1,4",6,,,,,,,,,,
recIsf7lKpgiYccOa,Saudi Arabia,SA,SAU,682,SAU,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-04-19,5,2,2,,,,,,,2,,,,,"1,2,4,5","1,2,4,5","1,2,4,5","1,2,4,5","1,4",6,,,,,,,,,,
recNXFmzODJ9VtVKq,Saudi Arabia,SA,SAU,682,SAU,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-04-29,6,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
rec1eNB6dyVkCxh44,Saudi Arabia,SA,SAU,682,SAU,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-06-21,9,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recJqevddtra2zuLG,Saudi Arabia,SA,SAU,682,SAU,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-08-12,13,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
recU2jFiRJcoukLjP,Saudi Arabia,SA,SAU,682,SAU,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-08-31,14,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
rectWdLESn9llD1jM,Saudi Arabia,SA,SAU,682,SAU,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-09-10,15,2,"2,4",4,2,"2,4","2,4","2,4","2,4",6,,,,,,,,,,,,,,,,,,,,
recS7jvdSGdl6pVuV,Saudi Arabia,SA,SAU,682,SAU,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2021-10-26,19,2,"2,3",2,2,3,3,3,3,6,8,8,8,8,"1,2,4,5","1,2,4,5","1,2,4,5","1,2,4,5","1,4",6,1,"20,3,21,4,22,5,6",,,6,6,2,2,2,2
recoLhUOBexZIl9iJ,Saudi Arabia,SA,SAU,682,SAU,HIC,High income,LNX,Not classified,Middle East and North Africa,MENA,2022-02-01,25,2,3,3,3,3,3,3,3,6,8,8,8,8,"1,2,5","1,2,5","1,2,5","1,2,5",1,6,5,,,,1,1,1,1,5,5
recfbSqCEhpjnzvEV,Senegal,SN,SEN,686,SEN,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2021-02-04,1,2,4,,,,,,,,,,,,,,,,,,5,,,,1,1,1,1,1,1
rec6pTPxnKJC4mVwz,Senegal,SN,SEN,686,SEN,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2021-03-02,2,2,4,,,,,,,2,2,"2,3,4,5","2,3,4,5","2,3,4,5",,,,,,,5,,,,1,1,1,1,1,1
recRrMazSmiJHCJSl,Senegal,SN,SEN,686,SEN,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2021-04-10,5,2,4,,,,,,,2,2,"2,3,4,5","2,3,4,5","2,3,4,5",,,,,,,5,,,,1,1,1,1,1,1
recKmEmq5HLtfLGwC,Senegal,SN,SEN,686,SEN,LMC,Lower middle income,IDX,IDA,Sub-Saharan Africa,SSA,2021-06-07,8,2,4,4,4,4,4,4,4,2,2,"2,3,4,5","2,3,4,5","2,3,4,5",,,,,,,5,,,,1,1,1,1,1,1
recIl8g6oYyODAwyk,Serbia,RS,SRB,688,SRB,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-02-03,1,2,3,,,,,,,,,,,,7,"1,2","1,2",1,1,1,1,"1,2",,,1,2,2,2,6,5
rec5Imk3DMHk7UaCj,Serbia,RS,SRB,688,SRB,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-03-01,2,2,3,,,,,,,1,1,7,7,7,7,"1,2","1,2",1,1,1,1,"1,2",,,1,2,2,2,4,4
receJuXnm7r5g70IZ,Serbia,RS,SRB,688,SRB,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-06-02,8,2,3,4,3,3,3,3,3,1,1,7,7,7,7,"1,2,4","1,2,4","1,4","1,4","1,4",1,"1,2",,15,1,2,2,2,4,4
rechrPWHl05K83OCG,Serbia,RS,SRB,688,SRB,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-08-12,13,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
reccEzgSedc1HsxFU,Serbia,RS,SRB,688,SRB,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-09-01,15,2,"4,3,2",4,4,4,"4,3,2","4,3","4,3",6,1,7,7,7,7,7,7,"1,4","1,4","1,4",1,"1,2",,15,1,1,1,2,2,2
rec6h2CFrPwR8fgUP,Serbia,RS,SRB,688,SRB,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-10-22,18,2,"4,3,2",4,4,4,"4,3,2","4,3","4,3",6,1,7,7,7,1,"1,2","1,2","1,4","1,4","1,4",1,"1,2",,15,1,1,1,2,2,2
recQFh5fmkIUNgzR1,Serbia,RS,SRB,688,SRB,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2022-02-07,25,2,"4,3",4,4,3,3,"4,3",3,6,1,7,"1,2","1,2",1,"1,2","1,2","1,4","1,4","1,4",1,"1,2",,,1,1,2,2,2,2
rec5UquI7yE030d1O,Seychelles,SC,SYC,690,SYC,HIC,High income,IBD,IBRD,Sub-Saharan Africa,SSA,2021-04-29,6,2,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,
recwnDWLDmr8FhrPd,Seychelles,SC,SYC,690,SYC,HIC,High income,IBD,IBRD,Sub-Saharan Africa,SSA,2021-06-08,9,2,3,3,3,3,3,3,3,2,8,8,8,8,6,"1,2,3","1,2,3","1,2,3",1,6,5,,,15,2,2,2,2,5,2
rec8TzmjJIT5jMAa7,Seychelles,SC,SYC,690,SYC,HIC,High income,IBD,IBRD,Sub-Saharan Africa,SSA,2021-06-08,9,2,3,3,3,3,3,3,3,2,8,8,8,8,6,"1,2,3","1,2,3","1,2,3",1,6,5,,,15,2,2,2,2,5,2
rectbxhhI4GjrQuNm,Sierra Leone,SL,SLE,694,SLE,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-02-05,1,2,3,,,,,,,,,,,,3,"3,5","3,5","3,5",7,7,1,"1,2,3,4,5,6",,,1,1,1,1,1,1
recUwnB5izIMsKaYJ,Sierra Leone,SL,SLE,694,SLE,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-03-02,2,2,4,,,,,,,2,2,"2,3","2,3","2,3",,,,,,,5,,,,1,1,1,1,1,1
recVaQSHEq8stV2gG,Sierra Leone,SL,SLE,694,SLE,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-04-05,4,2,4,,,,,,,,"2,6","2,3","2,3","2,3",,,,,,,2,,23,,1,1,1,1,1,1
rec0SVifzVB9G9GuJ,Sierra Leone,SL,SLE,694,SLE,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-04-08,5,2,4,,,,,,,2,2,"2,3","2,3","2,3",,,,,,,5,,,,1,1,1,1,1,1
recttpAjxfGEolzYA,Sierra Leone,SL,SLE,694,SLE,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-06-07,8,2,4,4,4,4,4,4,4,2,2,"2,3","2,3","2,3",,,,,,,5,,,,1,1,1,1,1,1
recY0o6PZthPpfASP,Sierra Leone,SL,SLE,694,SLE,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-08-17,14,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recTOmVJz5qjH3YKo,Sierra Leone,SL,SLE,694,SLE,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-09-13,15,2,4,4,4,4,4,4,4,2,2,"2,3","2,3","2,3",,,,,,,5,,,,1,1,1,1,1,1
reciYiAUX9eTTfDhZ,Sierra Leone,SL,SLE,694,SLE,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2021-11-14,20,2,4,4,4,4,4,4,4,5,2,"2,3,4","2,3,4","2,3,4",,,,,,,5,,,,1,1,1,1,1,1
reckMhE5YMoU4KmeC,Sierra Leone,SL,SLE,694,SLE,LIC,Low income,IDX,IDA,Sub-Saharan Africa,SSA,2022-01-28,25,2,4,4,4,4,4,4,4,6,2,"2,3,4","2,3,4","2,3,4",,,,,,,5,,,,1,1,1,1,1,1
reca7L22uDWAyszo6,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-01-31,1,2,3,,,,,,,,,,,,8,6,1,1,1,6,"1,2","2,19,20,3,21,4,22,5","23,7,8,9,10,11,12",,5,5,5,5,5,5
recFXhLZVqTzUh0uF,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-03-01,2,2,4,,,,,,,2,"1,5","1,5","1,5","1,5",,,,,,,5,,,,5,5,5,5,5,5
recEitl5xlOMCT19U,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-03-14,3,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recq6n2AGw65noy9C,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-03-27,4,2,4,,,,,,,1,"1,5","1,5","1,5","1,5",,,,,,,5,,,,5,5,5,5,5,5
recx2eyZynsEhuTIQ,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-04-12,5,2,4,,,,,,,1,8,6,6,6,,,,,,,5,,,,5,5,5,5,5,5
recedFjMrZ1N57pqA,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-04-30,6,2,4,4,4,4,4,4,4,1,3,3,3,3,,,,,,,5,,,,1,1,1,1,1,1
recAEpdUFpb4dWTlS,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-05-20,7,2,"2,4",4,"2,4","2,4","2,4",2,2,1,7,3,3,3,6,"1,5","1,5","1,5","1,5","1,5",2,,"9,10",,5,5,5,5,5,5
recI84EUj9Tyi5E7v,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-06-01,8,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
rec0JQdmBnbpbPPNh,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-06-17,9,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recEEVnvGfOQ2u3Vh,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-07-01,10,2,"2,4",2,2,4,4,3,3,1,8,8,8,8,1,1,1,1,1,1,"1,2","3,4",9,,5,5,5,5,5,5
rec11ZVFUmRM4HpDN,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-07-15,11,2,4,4,4,4,4,4,4,1,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recXklsK5oLPrRX7e,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-07-27,12,2,4,4,4,4,4,"4,2","4,2",6,5,5,5,5,7,7,7,7,1,1,5,,,,5,5,5,5,5,5
recWOMnFkWas3IQnU,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-08-11,13,2,4,4,4,4,4,"4,2","4,2",6,5,5,5,5,7,7,7,7,1,1,5,,,,1,1,1,1,3,3
recjYKycgWjaJcoKx,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-08-24,14,2,4,4,4,4,4,"4,2","4,2",6,8,8,8,8,7,7,7,7,1,1,5,,,,1,1,1,1,3,3
recBuGYU4hPWYO9rA,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-09-09,15,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
recS7LHJRGxUCJzRV,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-09-23,16,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
recAeTUx8kVxnzamN,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-10-07,17,2,"2,4",2,2,4,4,4,4,6,7,7,7,7,1,1,7,7,7,7,5,,,,3,3,1,1,1,1
recmiWg3773eUKTOn,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-10-22,18,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rec4E4AdQci4yMHCp,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-11-04,19,2,4,4,4,4,4,4,4,6,7,7,7,7,,,,,,,5,,,,1,1,1,1,1,1
rec70dh9ep354QImQ,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-11-18,20,1,,,,,,,,6,8,8,8,8,,,,,,,,,,,,,,,,
reczHO3UCgtHd6OQj,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-12-02,21,1,,,,,,,,6,6,6,7,7,,,,,,,,,,,,,,,,
recvELXoxIHQVpHkD,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-12-16,22,1,,,,,,,,6,7,7,7,7,,,,,,,,,,,,,,,,
recGQiXAuKJqU9Trv,Singapore,SG,SGP,702,SGP,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2022-01-06,23,2,4,4,4,4,4,4,4,6,3,3,3,3,,,,,,,5,,,,1,1,1,1,1,1
